0.1348962933 0.001800035243 1 0  0.9701732993 -0.493358165 1.12068069 -0.4941892624  1.146967769 -0.5058290958
0.1364582777 0.00176033203 1 0  0.9711488485 -0.4935780764 1.123633385 -0.4943895638  1.149025559 -0.5056266785
0.1380384117 0.001721426845 1 0  0.9720930457 -0.4937907159 1.126584053 -0.4945831299  1.151111364 -0.5054312944
0.1396367997 0.001683306764 1 0  0.9730068445 -0.4939964116 1.129534483 -0.4947701991  1.153225422 -0.5052424669
0.1412537992 0.00164595875 1 0  0.9738909006 -0.4941953123 1.132484555 -0.4949509203  1.155367136 -0.5050600767
0.1428894103 0.00160936988 1 0  0.9747465849 -0.4943877459 1.13543725 -0.4951255918  1.157537937 -0.504883945
0.1445439905 0.0015735263 1 0  0.9755744934 -0.4945738316 1.138393402 -0.4952943921  1.159738898 -0.5047137737
0.1462176889 0.001538417186 1 0  0.9763756394 -0.4947538078 1.141355276 -0.4954574406  1.161969781 -0.5045493841
0.1479108036 0.001504029613 1 0  0.9771509767 -0.494927913 1.144323587 -0.4956150055  1.164232612 -0.5043905973
0.1496236026 0.001470350195 1 0  0.9779010415 -0.4950962663 1.147299409 -0.4957672954  1.166526556 -0.504237175
0.1513560861 0.001437366474 1 0  0.9786270261 -0.4952590764 1.150284767 -0.4959144592  1.168852448 -0.5040889978
0.1531087011 0.001405066345 1 0  0.9793292284 -0.4954166114 1.15328145 -0.4960565865  1.171211481 -0.5039458275
0.1548817009 0.001373436418 1 0  0.980008781 -0.4955689013 1.15629065 -0.4961939454  1.173604369 -0.5038076639
0.1566750854 0.001342466334 1 0  0.980666399 -0.495716244 1.159313083 -0.496326685  1.176031232 -0.5036740303
0.1584893018 0.001312142471 1 0  0.9813024998 -0.4958587885 1.162351012 -0.4964549541  1.178494096 -0.5035449862
0.1603245139 0.001282453304 1 0  0.9819180965 -0.4959966242 1.165405393 -0.4965788424  1.180992007 -0.5034204721
0.1621810049 0.001253385679 1 0  0.9825135469 -0.49612993 1.168477774 -0.4966985583  1.183527946 -0.5033000708
0.1640589982 0.001224929816 1 0  0.983089745 -0.4962589145 1.171570778 -0.4968142211  1.186100841 -0.5031838417
0.1659586877 0.001197072444 1 0  0.9836471081 -0.4963836372 1.174683809 -0.4969260097  1.188711882 -0.5030714273
0.1678804159 0.001169803436 1 0  0.9841865897 -0.496504277 1.177819133 -0.4970339537  1.191361785 -0.5029630661
0.1698244214 0.001143109053 1 0  0.9847083092 -0.4966209531 1.180977821 -0.4971382916  1.194052458 -0.5028582811
0.1717908084 0.001116979751 1 0  0.9852131605 -0.4967338443 1.184162617 -0.4972390831  1.196784616 -0.5027570724
0.1737800986 0.001091404469 1 0  0.9857015014 -0.4968430102 1.187373757 -0.4973364472  1.199558377 -0.5026593208
0.175792411 0.001066372148 1 0  0.9861742258 -0.4969486594 1.190612793 -0.497430563  1.202374458 -0.5025649071
0.1778279096 0.001041871263 1 0  0.9866312742 -0.497050792 1.193882346 -0.4975214899  1.205235481 -0.502473712
0.1798871011 0.00101789413 1 0  0.9870736003 -0.4971496165 1.197182775 -0.4976092875  1.208141446 -0.5023856163
0.1819700897 0.0009944302728 1 0  0.9875013828 -0.4972451925 1.200515509 -0.4976941347  1.211092234 -0.5023005009
0.1840771884 0.0009714706684 1 0  0.9879153967 -0.4973376691 1.20388341 -0.4977760911  1.214091182 -0.5022183657
0.1862086952 0.0009490090306 1 0  0.9883158207 -0.4974271059 1.207286358 -0.4978552759  1.217138171 -0.5021390319
0.1883648932 0.0009270402952 1 0  0.9887032509 -0.497513622 1.2107265 -0.4979317784  1.220235229 -0.5020623207
0.1905460954 0.0009055621922 1 0  0.9890782833 -0.4975973368 1.214205861 -0.4980056882  1.223382115 -0.5019882917
0.1927525103 0.0008845770499 1 0  0.989440918 -0.4976783097 1.21772635 -0.4980771244  1.226580977 -0.5019167662
0.1949845105 0.0008640939486 1 0  0.9897917509 -0.4977566302 1.2212888 -0.4981460869  1.229833007 -0.501847744
0.1972423047 0.0008441283135 1 0  0.9901313186 -0.4978323877 1.224895239 -0.4982127249  1.233139992 -0.5017809868
0.1995262206 0.0008247098885 1 0  0.9904596806 -0.4979057014 1.22854805 -0.4982770979  1.236503839 -0.5017166138
0.201836586 0.0008058840758 1 0  0.9907773137 -0.4979766309 1.232248902 -0.4983392656  1.239923835 -0.5016542673
0.2041738033 0.000787721714 1 0  0.9910849333 -0.4980452359 1.235997677 -0.4983993173  1.243403792 -0.5015941858
0.2065380067 0.0007703196607 1 0  0.9913824201 -0.4981116354 1.2397995 -0.4984572828  1.246943831 -0.5015360117
0.2089295834 0.0007513207383 1 0  0.9916701913 -0.4981758893 1.243653655 -0.4985134602  1.25054574 -0.5014799833
0.2113489211 0.0007347487845 1 0  0.9919486642 -0.4982379973 1.247564554 -0.4985675514  1.254212737 -0.5014258623
0.2137961835 0.0007190479082 1 0  0.9922181964 -0.4982981384 1.251532793 -0.4986197948  1.257945776 -0.5013734102
0.2162719071 0.0007043874357 1 0  0.9924789071 -0.4983563125 1.255559921 -0.4986702502  1.261745811 -0.5013227463
0.2187761813 0.0006910186494 1 0  0.9927313328 -0.4984126389 1.25965023 -0.4987188876  1.265616536 -0.5012737513
0.221309498 0.0006792297936 1 0  0.992975533 -0.4984670877 1.263804555 -0.4987657368  1.26955843 -0.5012262464
0.2238720953 0.0006694363547 1 0  0.9932116866 -0.4985197783 1.268026829 -0.4988109469  1.273575664 -0.5011803508
0.2264644206 0.000662132632 1 0  0.9934405088 -0.49857077 1.272318363 -0.4988543987  1.277668595 -0.5011358261
0.2290868014 0.0006579776527 1 0  0.9936618805 -0.4986201227 1.276682734 -0.498896122  1.281841636 -0.5010925531
0.2317394763 0.0006577613531 1 0  0.9938762784 -0.4986678362 1.281122327 -0.4989361465  1.286096573 -0.5010505319
0.2344228923 0.0006624930538 1 0  0.9940837026 -0.4987140596 1.285640836 -0.4989744425  1.290435553 -0.5010094643
0.2371373922 0.0006733757327 1 0  0.9942846298 -0.4987587631 1.290240407 -0.4990109205  1.294862509 -0.5009694099
0.2398832738 0.0006918836152 1 0  0.9944791794 -0.498802036 1.294924855 -0.4990454912  1.299380541 -0.5009299517
0.2426610291 0.0007197770174 1 0  0.9946674109 -0.4988438487 1.299698472 -0.4990780354  1.30399251 -0.500891149
0.2454709113 0.0007591319736 1 0  0.9948499203 -0.4988843203 1.30456388 -0.4991084635  1.308701396 -0.5008526444
0.2483133078 0.000812395243 1 0  0.9950265884 -0.4989234507 1.309524655 -0.4991365373  1.313511372 -0.5008141994
0.2511885762 0.0008823891403 1 0  0.9951978326 -0.4989613295 1.314586401 -0.4991620779  1.318427444 -0.5007754564
0.2540973127 0.0009723752737 1 0  0.9953635335 -0.4989978969 1.319751382 -0.4991848171  1.323451281 -0.5007362366
0.2570395768 0.001086047734 1 0  0.9955241084 -0.4990333021 1.325024128 -0.499204427  1.328587413 -0.500696063
0.2600159943 0.001227568835 1 0  0.9956796765 -0.4990674853 1.330409884 -0.4992205203  1.333841443 -0.500654459
0.2630268037 0.001401591697 1 0  0.9958305955 -0.4991005361 1.335912824 -0.4992326796  1.339217424 -0.5006109476
0.2660724819 0.00161324814 1 0  0.9959766269 -0.4991324544 1.341537833 -0.4992403984  1.344718456 -0.5005651116
0.2691534758 0.001868146937 1 0  0.9961183667 -0.4991632998 1.347288728 -0.4992431402  1.350350618 -0.5005161762
0.2722701132 0.002172384877 1 0  0.9962554574 -0.4991930425 1.353170753 -0.4992402494  1.356116772 -0.5004636049
0.2754229009 0.002532500308 1 0  0.9963884354 -0.499221772 1.359188795 -0.4992310703  1.36202383 -0.5004063845
0.2786120772 0.002955441596 1 0  0.9965174198 -0.4992494881 1.365347147 -0.4992148578  1.368075013 -0.500344038
0.2818382978 0.003448563628 1 0  0.9966421723 -0.499276191 1.37165153 -0.4991907477  1.374274254 -0.5002756119
0.2851018012 0.004019537009 1 0  0.9967631102 -0.4993019402 1.378106952 -0.499157846  1.380628705 -0.5002000332
0.2884031832 0.004676304758 1 0  0.9968804717 -0.4993267655 1.384716272 -0.4991151989  1.387141109 -0.5001162887
0.2917427123 0.00542706158 1 0  0.9969938993 -0.499350667 1.391484976 -0.4990617931  1.393815756 -0.5000234842
0.2951208949 0.006280152593 1 0  0.9971039295 -0.4993737042 1.39841783 -0.498996526  1.400657415 -0.4999202788
0.2985383272 0.007243987173 1 0  0.9972102046 -0.4993958771 1.405520082 -0.4989182353  1.407671332 -0.4998055995
0.3019952178 0.008327052929 1 0  0.997313261 -0.4994171858 1.41279459 -0.4988258183  1.414860606 -0.4996781945
0.3054921031 0.009537802078 1 0  0.99741292 -0.4994377196 1.420245528 -0.4987179637  1.422229409 -0.4995368421
0.3090294898 0.01088457275 1 0  0.9975094795 -0.4994574487 1.427875876 -0.49859339  1.429781437 -0.4993800819
0.3126079142 0.01237555873 1 0  0.9976027608 -0.4994764626 1.435690999 -0.4984508455  1.437520146 -0.4992065728
0.3162278235 0.01401875727 1 0  0.9976930022 -0.4994947314 1.443692803 -0.4982888997  1.445447803 -0.4990150928
0.319889456 0.01582194678 1 0  0.9977803826 -0.4995122552 1.451885581 -0.4981062114  1.453569293 -0.4988040328
0.3235937059 0.01779261045 1 0  0.997864604 -0.4995291233 1.460270643 -0.4979013801  1.461885929 -0.4985719919
0.3273406923 0.01993784681 1 0  0.9979460239 -0.4995453656 1.468851328 -0.4976730347  1.470400214 -0.4983175695
0.3311310709 0.02226447314 1 0  0.9980247617 -0.499560982 1.477629542 -0.4974197447  1.479114056 -0.4980390966
0.3349654078 0.02477890626 1 0  0.9981008768 -0.4995759726 1.486607075 -0.4971400201  1.488030076 -0.4977354407
0.3388441801 0.02748722769 1 0  0.9981741905 -0.4995903671 1.495786071 -0.4968324602  1.497149706 -0.4974049628
0.3427678347 0.03039503656 1 0  0.9982448816 -0.4996042252 1.505166173 -0.4964956939  1.506473422 -0.497046113
0.346736908 0.03350752965 1 0  0.9983133078 -0.4996175766 1.51474905 -0.4961282611  1.516000867 -0.4966575503
0.3507519066 0.03682954237 1 0  0.9983791113 -0.4996304214 1.524536133 -0.4957288206  1.525734425 -0.4962377846
0.3548133969 0.04036545753 1 0  0.9984426498 -0.4996427894 1.534526467 -0.4952958822  1.535674214 -0.4957854152
0.3589219153 0.04411930963 1 0  0.9985039234 -0.4996546507 1.544718742 -0.4948282242  1.545818329 -0.4952990413
0.3630780876 0.04809469357 1 0  0.9985628724 -0.4996661246 1.555114985 -0.4943244159  1.556166053 -0.494777292
0.3672823012 0.05229470879 1 0  0.9986197948 -0.4996771514 1.565711498 -0.4937832057  1.566717982 -0.4942188561
0.3715352118 0.05672227591 1 0  0.9986746907 -0.4996877909 1.576508522 -0.4932033122  1.577471375 -0.4936224818
0.3758373857 0.06137976795 1 0  0.99872756 -0.4996980429 1.587502837 -0.4925835133  1.58842361 -0.4929867983
0.3801893592 0.06626938283 1 0  0.9987784624 -0.4997079074 1.598693609 -0.4919227064  1.599573731 -0.4923107326
0.3845918179 0.07139282674 1 0  0.998827517 -0.4997174144 1.610076427 -0.4912196398  1.610918164 -0.4915930629
0.3890450895 0.07675158978 1 0  0.9988747239 -0.4997266531 1.621649265 -0.4904733598  1.62245357 -0.4908326864
0.3935500979 0.08234678209 1 0  0.9989201427 -0.4997354746 1.633408666 -0.4896827638  1.634177089 -0.4900285602
0.3981072009 0.08817925304 1 0  0.9989639521 -0.4997440577 1.64534986 -0.4888469577  1.646083474 -0.4891797304
0.4027170241 0.09424961358 1 0  0.9990062714 -0.4997523427 1.657468677 -0.4879649878  1.658168793 -0.4882851839
0.4073802829 0.1005581468 1 0  0.9990467429 -0.4997603297 1.669759631 -0.4870360792  1.670428514 -0.4873442054
0.4120974541 0.1071050391 1 0  0.9990858436 -0.4997680783 1.682219028 -0.4860593975  1.682856798 -0.4863558412
0.4168693423 0.1138901636 1 0  0.9991235137 -0.4997755587 1.694839954 -0.4850343764  1.695448399 -0.4853195846
0.4216964841 0.1209132522 1 0  0.9991597533 -0.4997828007 1.707615495 -0.4839603007  1.708196998 -0.4842348099
0.4265794754 0.1281737834 1 0  0.9991947412 -0.499789834 1.720540643 -0.4828366339  1.721094608 -0.4831007123
0.4315191805 0.1356710047 1 0  0.9992282391 -0.4997965693 1.733606815 -0.4816629887  1.734135985 -0.4819171429
0.4365158677 0.1434043646 1 0  0.9992604852 -0.4998031259 1.74680829 -0.4804390073  1.747312188 -0.4806833863
0.441570431 0.1513727903 1 0  0.9992915988 -0.4998095036 1.760136485 -0.4791643322  1.760616422 -0.4793993831
0.4466836452 0.1595753133 1 0  0.9993215203 -0.4998156726 1.773583651 -0.4778388143  1.774040461 -0.4780649245
0.4518559575 0.1680109203 1 0  0.9993503094 -0.4998216629 1.787140846 -0.4764623046  1.787576795 -0.4766796827
0.457088232 0.1766783148 1 0  0.9993779659 -0.4998274148 1.800799966 -0.4750347733  1.801215053 -0.4752438366
0.4623809755 0.1855763048 1 0  0.9994046092 -0.4998330474 1.814552069 -0.4735562801  1.814946294 -0.4737572074
0.4677351117 0.1947036833 1 0  0.9994301796 -0.4998385012 1.828386664 -0.4720270038  1.828762054 -0.4722200334
0.4731512964 0.2040590942 1 0  0.9994547963 -0.4998437762 1.842295289 -0.4704470634  1.842652202 -0.4706325531
0.4786300659 0.2136411965 1 0  0.9994785786 -0.4998489022 1.856267214 -0.4688168466  1.856607199 -0.4689950943
0.4841724038 0.2234486789 1 0  0.9995013475 -0.4998538792 1.870293975 -0.4671367407  1.870616317 -0.467307955
0.4897788465 0.2334803641 1 0  0.9995232821 -0.4998586774 1.88436389 -0.4654072225  1.884670734 -0.4655715823
0.4954502583 0.2437348813 1 0  0.9995443225 -0.4998633862 1.898467898 -0.4636287391  1.898760438 -0.4637866616
0.5011872053 0.2542111278 1 0  0.9995645881 -0.4998679161 1.912595749 -0.4618020952  1.912872672 -0.4619535804
0.5069906712 0.2649078965 1 0  0.9995841384 -0.4998723567 1.926735759 -0.4599278271  1.92699945 -0.4600732028
0.512861371 0.2758240998 1 0  0.9996027946 -0.4998766482 1.940878391 -0.458006829  1.941127658 -0.4581462443
0.5187999606 0.2869586945 1 0  0.999620676 -0.4998807609 1.95501256 -0.4560398161  1.955250502 -0.456173569
0.5248074532 0.2983108163 1 0  0.999638021 -0.4998848438 1.969128251 -0.4540277719  1.969354033 -0.4541559815
0.5308843851 0.309879601 1 0  0.9996545315 -0.4998887479 1.983214617 -0.4519716799  1.983429193 -0.4520944655
0.5370318294 0.3216644526 1 0  0.9996704459 -0.4998925328 1.997262001 -0.4498725235  1.997465491 -0.4499902129
0.5432503223 0.3336646557 1 0  0.9996857047 -0.4998962581 2.011259794 -0.4477313757  2.011453152 -0.4478440583
0.5495409369 0.3458798528 1 0  0.9997004867 -0.4998998344 2.025198698 -0.4455493987  2.025382042 -0.4456572831
0.5559042692 0.3583096266 1 0  0.999714613 -0.4999033213 2.039067507 -0.4433277547  2.039241791 -0.4434310198
0.5623412728 0.3709538877 1 0  0.9997280836 -0.4999066889 2.052857876 -0.4410676956  2.0530231 -0.4411664903
0.5688529015 0.3838122189 1 0  0.9997409582 -0.4999099672 2.066558599 -0.4387703836  2.066715956 -0.4388647974
0.57543993 0.3968854845 1 0  0.9997534752 -0.499913156 2.080161572 -0.4364372492  2.080311537 -0.4365275502
0.5821031928 0.4101730883 1 0  0.9997654557 -0.4999162257 2.093658209 -0.4340695143  2.093800068 -0.4341557324
0.5888437033 0.4236759841 1 0  0.9997768998 -0.4999192059 2.107039213 -0.4316685796  2.107173681 -0.4317509234
0.595662117 0.4373945594 1 0  0.9997878671 -0.4999220967 2.120296717 -0.429235816  2.120425224 -0.4293144941
0.6025596857 0.4513296187 1 0  0.9997984767 -0.4999248981 2.133422136 -0.4267726243  2.133543491 -0.4268476367
0.6095369458 0.4654820263 1 0  0.9998085499 -0.4999276102 2.146408558 -0.424280405  2.146524191 -0.4243519008
0.6165949702 0.479853332 1 0  0.9998182058 -0.4999302626 2.159247398 -0.4217605591  2.159357786 -0.4218288064
0.6237348318 0.4944439828 1 0  0.9998273253 -0.4999327958 2.171932459 -0.4192145765  2.172037601 -0.4192794859
0.6309573054 0.5092557073 1 0  0.999836266 -0.4999352694 2.184458256 -0.4166438878  2.184557676 -0.416705668
0.638263464 0.5242906213 1 0  0.9998445511 -0.4999376535 2.196816444 -0.4140498638  2.196912289 -0.4141087532
0.6456542611 0.5395501256 1 0  0.9998526573 -0.4999399781 2.20900321 -0.4114340544  2.209094286 -0.4114900231
0.6531306505 0.5550361276 1 0  0.9998604655 -0.4999422133 2.221012831 -0.4087978005  2.221100092 -0.4088509977
0.6606933475 0.5707512498 1 0  0.9998677969 -0.4999443591 2.232840061 -0.4061426222  2.232923031 -0.4061932266
0.6683439016 0.5866971612 1 0  0.9998749495 -0.4999464452 2.244480133 -0.4034698009  2.244559288 -0.4035178721
0.6760829687 0.6028770208 1 0  0.9998816252 -0.4999484718 2.255929232 -0.4007808864  2.256005764 -0.4008265436
0.6839116812 0.6192929745 1 0  0.9998882413 -0.4999504387 2.267184973 -0.3980773091  2.267257929 -0.3981205523
0.6918309927 0.63594836 1 0  0.9998944402 -0.4999523163 2.278242588 -0.3953603208  2.278311729 -0.395401299
0.6998420358 0.6528461576 1 0  0.9999002218 -0.4999541342 2.289099216 -0.3926313221  2.289165735 -0.3926701248
0.7079458237 0.6699897051 1 0  0.9999059439 -0.4999558926 2.299753666 -0.3898917139  2.299818516 -0.3899284601
0.7161433697 0.6873822212 1 0  0.9999111891 -0.4999575913 2.310203314 -0.387142688  2.310265541 -0.3871774971
0.7244359851 0.7050275803 1 0  0.9999164343 -0.4999592602 2.320447445 -0.3843857348  2.320506811 -0.3844185174
0.7328244448 0.7229292393 1 0  0.9999213219 -0.4999608099 2.33048296 -0.381621927  2.330540895 -0.3816530406
0.7413102388 0.7410917878 1 0  0.9999260902 -0.4999623299 2.340312004 -0.378852725  2.340367079 -0.3788820505
0.7498942018 0.7595186234 1 0  0.9999305606 -0.4999637902 2.349932194 -0.3760792017  2.349985361 -0.3761068285
0.7585776448 0.7782146931 1 0  0.9999347925 -0.4999651909 2.359344006 -0.3733025789  2.359395266 -0.3733285666
0.7673614621 0.7971842289 1 0  0.9999388456 -0.4999665618 2.36854744 -0.3705239892  2.368597746 -0.3705484867
0.7762470841 0.8164317608 1 0  0.9999426603 -0.4999678731 2.377545357 -0.3677446544  2.377593517 -0.3677676916
0.7852356434 0.8359628916 1 0  0.9999464154 -0.4999691546 2.386335373 -0.3649655581  2.386382103 -0.3649871647
0.7943281531 0.855781734 1 0  0.9999499321 -0.4999703765 2.39492178 -0.3621879518  2.394967556 -0.3622082472
0.8035261035 0.8758943677 1 0  0.99995327 -0.499971509 2.403304577 -0.3594126701  2.4033494 -0.3594316244
0.812830627 0.8963055015 1 0  0.9999564886 -0.4999726415 2.411486626 -0.3566408455  2.411530495 -0.3566587567
0.822242558 0.9170209169 1 0  0.9999594688 -0.4999737144 2.419470787 -0.3538734615  2.419513941 -0.3538900614
0.8317637444 0.9380464554 1 0  0.9999625087 -0.4999747574 2.42726016 -0.351111412  2.427300453 -0.3511270583
0.8413950801 0.9593880773 1 0  0.9999651909 -0.4999757409 2.434854746 -0.3483555317  2.434895039 -0.3483701348
0.8511381149 0.9810513258 1 0  0.9999679327 -0.4999766946 2.442260504 -0.3456069231  2.442300081 -0.3456204534
0.8609937429 1.003043413 1 0  0.9999704361 -0.4999776483 2.449480295 -0.3428663015  2.449518442 -0.3428788781
0.8709634542 1.025369883 1 0  0.9999727011 -0.4999785125 2.456516981 -0.3401343822  2.45655489 -0.3401462138
0.8810488582 1.048037767 1 0  0.9999750257 -0.4999794066 2.463375092 -0.3374122083  2.463411808 -0.3374229968
0.8912507892 1.071053505 1 0  0.999977231 -0.4999801815 2.470057726 -0.3347002864  2.470094204 -0.3347103298
0.901571095 1.094424248 1 0  0.999979198 -0.4999809861 2.476570368 -0.3319994211  2.476605654 -0.3320086002
0.9120108485 1.118157268 1 0  0.9999812245 -0.499981761 2.482916355 -0.3293102682  2.482950926 -0.3293188214
0.9225713611 1.142259359 1 0  0.9999830127 -0.4999824762 2.489101171 -0.3266335726  2.489135504 -0.3266413808
0.9332542419 1.166738153 1 0  0.9999848604 -0.4999831617 2.495128632 -0.3239699304  2.495162964 -0.3239769638
0.9440608025 1.191601157 1 0  0.9999864697 -0.4999838471 2.501004219 -0.3213197887  2.501037359 -0.3213263154
0.9549925923 1.216856122 1 0  0.9999880791 -0.4999844432 2.506732941 -0.3186838925  2.506765604 -0.3186898828
0.9660509229 1.242511272 1 0  0.9999895096 -0.4999850988 2.512319803 -0.316062808  2.512351036 -0.3160680532
0.9772371054 1.26857388 1 0  0.9999910593 -0.4999856651 2.517769098 -0.313456893  2.517801285 -0.3134616911
0.9885530472 1.295053244 1 0  0.9999923706 -0.4999862313 2.523087502 -0.3108665943  2.523118496 -0.3108710647
1 1.321956515 1 0  0.9999936223 -0.4999867678 2.528279543 -0.3082925975  2.528310061 -0.308296442
1.011578918 1.349293351 1 0  0.999994874 -0.4999872744 2.533351183 -0.3057350516  2.533380985 -0.3057384789
1.023293018 1.377071738 1 0  0.9999960065 -0.499987781 2.538306713 -0.3031945527  2.538336992 -0.3031975031
1.035142064 1.405300856 1 0  0.9999970198 -0.4999882877 2.543152809 -0.300671339  2.543182611 -0.3006738722
1.047128916 1.433989525 1 0  0.9999980927 -0.4999887347 2.547895432 -0.2981658578  2.547924519 -0.2981680036
1.059253931 1.463147521 1 0  0.9999990463 -0.499989152 2.552539825 -0.2956783175  2.552568436 -0.2956802249
1.071519017 1.49278295 1 0  1 -0.4999895692 2.557089567 -0.2932090759  2.55711937 -0.2932106256
1.083927155 1.522906899 1 0  1.000000954 -0.4999899864 2.561553955 -0.2907584906  2.561582565 -0.2907596827
1.096477985 1.553527713 1 0  1.000002027 -0.4999903738 2.565936089 -0.2883266509  2.565964222 -0.2883274853
1.109174967 1.584656119 1 0  1.000002027 -0.4999907315 2.570241928 -0.2859139442  2.570269346 -0.2859145105
1.12201798 1.616301417 1 0  1.00000298 -0.4999910891 2.574478149 -0.2835203111  2.574505329 -0.2835206687
1.135010958 1.64847374 1 0  1.000004053 -0.4999914169 2.578648567 -0.2811462283  2.578676701 -0.2811463475
1.14815402 1.681184173 1 0  1.000004053 -0.4999917746 2.582761049 -0.2787917256  2.582788229 -0.2787915468
1.161448956 1.714441895 1 0  1.000005007 -0.4999920726 2.586820364 -0.2764568329  2.586847305 -0.2764564753
1.174898028 1.748258471 1 0  1.00000596 -0.4999923706 2.590831757 -0.2741419375  2.590857744 -0.2741413116
1.188502073 1.782644749 1 0  1.00000596 -0.4999926388 2.594800234 -0.2718469203  2.594826221 -0.271846205
1.202264071 1.817610741 1 0  1.000007033 -0.499992907 2.598732233 -0.26957196  2.598757744 -0.2695710659
1.216186047 1.853168249 1 0  1.000007033 -0.4999931753 2.602632761 -0.2673171461  2.602658272 -0.267315954
1.230268955 1.889327884 1 0  1.000007987 -0.4999934435 2.60650754 -0.2650824189  2.606532812 -0.265081048
1.244514942 1.926101923 1 0  1.000007987 -0.4999936521 2.610361099 -0.2628678083  2.610386133 -0.2628665268
1.25892508 1.963500738 1 0  1.000007987 -0.4999938905 2.6141994 -0.2606735826  2.614224195 -0.2606720626
1.273503065 2.001536608 1 0  1.000008941 -0.4999941289 2.618028164 -0.2584994733  2.618052483 -0.2584978044
1.288250089 2.040221453 1 0  1.000008941 -0.4999943376 2.621851206 -0.2563454807  2.62187624 -0.2563437819
1.303166986 2.079567432 1 0  1.000008941 -0.4999945462 2.625674963 -0.254211843  2.625698805 -0.2542099655
1.318256974 2.119585037 1 0  1.000010014 -0.499994725 2.629503489 -0.2520982623  2.62952733 -0.2520963848
1.333520889 2.160288811 1 0  1.000010014 -0.4999949038 2.633341789 -0.2500047684  2.63336587 -0.250002712
1.348962903 2.201689005 1 0  1.000010014 -0.4999951124 2.637194872 -0.2479313016  2.637218475 -0.2479290962
1.364582777 2.243800163 1 0  1.000010014 -0.4999952614 2.641068697 -0.2458778173  2.641092062 -0.2458756268
1.380384088 2.286633968 1 0  1.000010014 -0.4999954402 2.644966602 -0.2438441813  2.644989729 -0.2438419163
1.396368027 2.330202579 1 0  1.000010967 -0.4999955893 2.648893118 -0.2418303937  2.648916483 -0.2418280244
1.412537932 2.374520063 1 0  1.000010967 -0.4999957383 2.652854204 -0.2398361266  2.652876377 -0.239833802
1.428894043 2.419599295 1 0  1.000010967 -0.4999958873 2.656853199 -0.2378615588  2.656874895 -0.2378591895
1.445439935 2.465454102 1 0  1.000010967 -0.4999960065 2.660894394 -0.2359063774  2.66091609 -0.2359039783
1.462176919 2.512096405 1 0  1.000010967 -0.4999961555 2.664982319 -0.233970508  2.66500473 -0.2339680493
1.479107976 2.559540987 1 0  1.000010967 -0.4999962747 2.669122219 -0.2320538908  2.669143438 -0.2320513427
1.496236086 2.607801437 1 0  1.000010967 -0.4999963939 2.673316956 -0.2301561981  2.673337936 -0.2301535904
1.513560891 2.656891108 1 0  1.000010967 -0.4999965429 2.677571058 -0.2282773554  2.677592754 -0.2282747626
1.531087041 2.706826448 1 0  1.000010967 -0.4999966621 2.681890011 -0.2264172584  2.681910038 -0.2264146805
1.548817039 2.757617235 1 0  1.000010967 -0.4999967515 2.686275244 -0.2245757431  2.686295509 -0.224573046
1.566750884 2.809279919 1 0  1.000010967 -0.499996841 2.690732002 -0.2227525562  2.690752506 -0.2227499485
1.584892988 2.861828089 1 0  1.000010967 -0.4999969602 2.695263624 -0.2209475189  2.695284367 -0.2209448218
1.603245139 2.915280104 1 0  1.000010967 -0.4999970496 2.699874878 -0.2191605419  2.699894667 -0.219157964
1.621810079 2.969645977 1 0  1.000010967 -0.4999971688 2.704567909 -0.2173914462  2.70458746 -0.2173888385
1.640589952 3.024943352 1 0  1.000010967 -0.4999972284 2.709347248 -0.2156399637  2.709366322 -0.215637356
1.659586906 3.08118701 1 0  1.000010967 -0.4999973178 2.714216232 -0.2139057666  2.714235306 -0.2139031887
1.678804159 3.138391972 1 0  1.000010967 -0.4999973774 2.7191782 -0.2121890783  2.71919775 -0.2121865153
1.698244214 3.19657135 1 0  1.000010967 -0.4999974668 2.724236012 -0.2104892582  2.724255085 -0.2104866803
1.717908025 3.25574398 1 0  1.000010967 -0.4999975264 2.729393721 -0.2088063955  2.729412317 -0.2088038027
1.737800956 3.31592536 1 0  1.000010967 -0.4999976158 2.734654188 -0.2071401626  2.734672785 -0.2071375251
1.75792408 3.377125502 1 0  1.000010967 -0.4999976754 2.740019798 -0.2054903656  2.740038633 -0.2054878473
1.778279066 3.439369202 1 0  1.000010967 -0.4999977648 2.745495558 -0.2038567364  2.745514393 -0.2038541734
1.79887104 3.502665281 1 0  1.000010967 -0.4999977946 2.751082659 -0.2022392452  2.751101255 -0.202236712
1.819700837 3.567033529 1 0  1.000010967 -0.499997884 2.756784678 -0.2006374896  2.756802797 -0.2006349862
1.840771914 3.632490396 1 0  1.000010967 -0.4999979436 2.762605429 -0.1990513802  2.762622595 -0.1990489066
1.862086892 3.699049234 1 0  1.000010967 -0.4999980032 2.768545866 -0.1974806339  2.768562794 -0.1974782646
1.883648992 3.766732216 1 0  1.000010967 -0.4999980628 2.774609089 -0.1959251612  2.774626732 -0.1959227622
1.905460954 3.83555007 1 0  1.000010967 -0.4999980927 2.780798912 -0.1943846494  2.780816793 -0.1943821907
1.927525043 3.905524731 1 0  1.000010967 -0.4999981523 2.787117958 -0.1928588897  2.787134886 -0.1928565502
1.949845076 3.976671457 1 0  1.000010014 -0.4999982119 2.793568134 -0.191347748  2.793584347 -0.1913453937
